21756;23324
21756;20188
21756;21758
21756;22878
21756;20638
23324;24668
23324;22878
23324;23998
20188;18844
20188;20638
20188;19518
24668;26461
24668;23998
24668;25567
18844;17948
18844;19518
18844;17951
17948;17951
17948;16831
17948;7651
26461;25567
26461;26911
26461;36548
21758;22878
21758;20638
22878;23998
20638;19518
23998;25567
19518;17951
25567;26911
17951;16831
26911;36551
16831;7654
7651;7654
36548;36551
21989;22885
21989;20421
21989;21322
22885;24902
20421;19525
20421;21322
20421;19530
19525;18182
19525;19530
24902;26694
26694;27815
18182;16614
18182;18634
18182;17067
16614;17067
21322;19530
21322;30509
21322;21773
19530;18634
19530;18861
18634;17067
18634;18861
17067;15499
15499;12589
30509;31854
21773;23341
21773;18861
21773;21553
23341;24909
23341;24017
24909;26253
24909;24017
24909;25586
18861;19537
18861;18194
26253;25586
26253;27154
31854;33423
12589;9903
33423;35441
9903;8113
21553;24017
21553;19537
21553;22227
21553;21336
24017;25586
24017;24244
24017;24472
19537;18194
19537;19768
25586;27154
25586;24244
25586;25812
25586;25592
18194;16626
18194;18648
27154;28499
27154;25812
27154;28053
27154;27161
16626;14835
16626;16856
28499;30516
28499;28053
28499;28729
14835;13716
14835;14617
22227;24244
22227;22904
22227;21336
24244;25812
24244;24472
30516;31637
30516;30966
25812;28053
25812;25592
13716;11925
13716;13498
28053;30966
28053;27161
28053;28729
31637;32534
31637;30966
31637;32984
11925;9910
11925;11931
32534;33879
32534;32984
32534;32316
30966;32984
30966;30971
33879;32984
33879;34553
33879;33437
9910;8120
9910;10364
32984;34553
32984;32316
32984;33437
22904;21336
22904;24472
22904;22686
21336;19768
21336;21562
21336;21118
19768;18648
19768;20222
24472;25592
24472;24699
25592;27161
25592;24699
25592;25374
18648;16856
18648;18878
27161;28729
27161;27836
27161;27167
16856;14617
16856;16863
34553;33437
28729;30971
28729;27836
28729;28736
14617;13498
14617;14847
24699;21562
24699;27836
24699;23582
24699;25374
21562;22686
21562;21118
30971;32316
30971;30753
13498;11931
13498;13728
27836;27167
27836;28736
32316;33437
32316;32770
11931;10364
11931;11937
33437;32770
10364;9021
9021;7903
22686;21118
22686;23582
22686;23136
22686;22692
21118;20222
21118;20672
21118;20676
23582;25374
23582;23136
23582;23588
20222;18878
20222;20672
20222;20676
25374;27167
25374;26049
25374;25156
18878;16863
18878;19332
27167;28736
27167;26049
16863;14847
16863;17317
16863;16421
7903;8133
28736;29856
28736;29411
28736;28069
28736;28966
14847;13728
23136;20672
23136;26049
23136;22692
23136;23588
23136;23367
20672;20676
20672;20679
29856;30753
29856;29411
26049;29411
26049;25156
26049;26277
26049;26279
13728;11937
13728;14406
30753;29411
30753;32770
30753;31876
30753;30535
29411;31876
29411;28069
29411;28966
29411;30535
32770;31876
32770;33891
11937;9923
31876;34791
31876;30535
31876;31431
33891;34791
33891;33449
9923;8133
9923;9705
22692;20676
22692;23588
22692;23367
22692;22250
20676;19332
20676;20679
23588;25156
23588;23367
23588;23371
25156;26277
25156;26279
25156;24939
19332;17317
26277;28069
26277;26279
17317;16421
17317;17995
16421;14406
16421;16651
28069;28966
34791;36136
34791;33449
8133;8139
28966;30535
28966;30089
28966;28524
23367;20679
23367;26279
23367;22250
23367;23371
20679;20235
14406;12839
14406;14412
26279;30089
26279;26955
26279;26286
30535;31431
30535;30089
30535;30765
12839;11272
12839;12845
31431;30089
31431;33449
31431;30765
36136;35694
30089;33227
30089;30765
33449;33227
11272;9705
11272;11726
33227;35694
33227;32335
33227;33904
33227;33010
9705;8139
9705;10159
22250;23371
22250;20235
22250;22029
23371;24939
23371;22029
23371;24717
23371;23153
20235;17995
24939;26955
24939;24717
24939;24721
17995;16651
26955;28524
26955;26286
26955;28302
26955;26513
16651;14412
16651;17329
8139;8145
28524;30765
28524;28302
28524;28530
22029;24717
22029;23153
22029;21137
22029;22483
35694;35476
24717;26286
24717;24721
24717;24275
24717;25171
14412;12845
14412;14642
30765;32335
30765;30768
26286;28302
26286;26513
12845;11726
12845;12628
28302;30768
28302;28530
32335;33904
32335;33010
11726;10159
30768;33010
30768;29651
30768;31444
33904;33010
33904;33910
10159;8145
10159;10837
33010;35476
33010;33013
33010;33910
33010;33239
23153;21137
23153;24721
23153;22483
23153;24275
23153;21812
23153;22708
23153;23383
21137;18897
21137;22483
21137;21812
24721;26513
24721;24275
24721;25171
18897;17329
18897;19796
26513;28530
26513;25171
26513;26964
26513;26296
17329;14642
28530;29651
28530;26964
28530;27864
8145;7928
35476;34585
22483;21812
22483;22708
22483;21815
22483;23383
29651;31444
29651;29433
24275;25171
24275;22708
24275;23383
24275;25175
14642;12628
14642;14873
25171;26964
25171;25175
25171;26296
31444;33013
31444;31446
31444;30554
26964;31446
26964;26296
26964;27864
12628;10837
21812;22708
21812;19796
21812;21815
21812;21818
22708;21815
22708;23383
19796;20247
19796;19802
33013;31446
33013;33910
33013;33239
31446;33239
31446;30554
10837;9270
33910;33239
33910;34585
33910;34810
9270;7928
33239;34585
21815;23383
21815;20247
21815;21818
23383;25175
23383;21818
23383;24282
20247;18455
20247;19802
25175;26296
25175;24282
18455;16888
26296;27864
26296;26971
27864;29433
27864;26971
16888;14873
34585;34810
7928;8158
14873;13753
29433;30554
21818;24282
21818;19802
24282;26971
13753;11963
26971;32574
34810;36156
34810;34592
36379;36156
11963;10172
36156;36162
10172;8158
32574;34592
34592;36162
21828;23397
21828;20261
23397;24965
20261;18469
18469;16677
16677;14886
14886;12424
12424;10857
10857;9066
9066;7948
22285;21389
22285;21616
22285;22736
22285;32369
21389;14671
21389;21616
21389;22736
32815;34384
32815;32369
32815;33269
34384;35505
34384;33939
34384;33269
14671;13104
21616;22736
21616;13106
22736;33269
35505;36402
35505;35508
35505;36405
35505;35286
13104;11313
13104;13106
13104;12211
32369;33939
32369;33269
36402;35508
36402;36405
36402;36408
11313;12211
11313;10868
33939;35508
33939;33269
33939;35286
13106;12211
12211;10868
35508;36405
35508;35286
35508;36408
33269;35286
36405;35286
36405;36408
35286;36408
22295;24311
22295;19831
22295;21849
24311;25879
24311;23865
19831;18487
19831;20281
25879;27000
25879;26106
18487;17144
18487;18266
27000;26106
27000;27899
17144;18266
17144;16474
21849;23865
21849;20281
23865;26106
20281;18266
26106;27899
18266;16474
27899;29467
16474;14907
29467;31260
14907;13116
31260;32162
13116;12449
19393;18497
19393;32837
18497;16481
12449;32162
12449;11330
12449;11556
32162;33507
32162;32837
16481;15138
15138;13795
11330;9763
11330;11556
33507;35077
33507;32837
33507;34406
13795;11556
35077;34406
35077;36422
35077;36200
9763;7973
9763;9318
32837;34406
11556;9318
34406;36200
7973;9318
7973;7976
36422;36200
9318;7976
21864;20744
21864;23432
21864;21866
21864;22986
20744;19176
20744;21866
20744;20298
23432;25224
23432;22986
23432;24106
25224;24106
25224;25675
19176;17384
19176;20298
19176;18954
17384;16489
17384;16939
16489;14921
16489;16939
14921;14026
14921;14924
14026;12907
14026;14924
14026;13357
21866;22986
21866;20298
22986;24106
20298;18954
24106;25675
25675;27916
12907;11563
12907;13357
12907;12014
18954;16939
16939;14924
27916;30157
11563;9997
11563;12014
11563;10447
14924;13357
14924;14929
14924;14033
30157;31950
30157;30386
13357;12014
13357;14033
13357;12914
9997;10447
9997;8207
9997;9552
31950;34192
31950;31955
12014;10447
12014;12914
12014;11347
10447;9552
10447;11347
8207;9552
8207;8209
34192;36210
